stat.vsize,stat.endcode,statm.text,status.VmLib,class,stat.comm
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
880640,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
737280,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(ata_aux)
20533248,4208132,4,3288,D,(hald-runner)
22704128,4215716,6,3352,D,(hald-addon-inpu)
22700032,4214700,5,3352,D,(hald-addon-stor)
20221952,4206212,3,3000,D,(hald-addon-acpi)
0,0,0,0,K,(ksuspend_usbd)
724992,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
524288,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
974848,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(kmpathd/0)
1081344,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1265664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1581056,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1589248,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(kmpathd/1)
32829440,139692845577324,139,3984,D,(ntpd)
73547776,140651770032396,197,7472,D,(sendmail)
60555264,139653371777292,197,7340,D,(sendmail)
114675712,140641166827516,13,1892,D,(crond)
101703680,139855485892556,120,7072,N,(sshd)
101703680,139855485892556,120,7072,N,(sshd)
112726016,5048612,209,1764,C,(bash)
353353728,4196532,1,7464,O,(fail2ban-server)
9469952,4280676,22,2548,D,(gam_server)
16986112,4214236,5,1900,D,(atd)
0,0,0,0,K,(khubd)
156127232,4838188,158,5620,D,(gnome-keyring-d)
2451058688,1073795516,14,182492,C,(java)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
4046848,4210956,5,1588,C,(uml_switch)
0,0,0,0,K,(migration/0)
0,0,0,0,K,(kseriod)
48570368,4312228,29,5248,D,(devkit-power-da)
201228288,4197308,1,5200,D,(polkitd)
75247616,6380492,534,9840,O,(Xvnc)
142626816,4384428,47,4876,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
183095296,4264604,18,5116,F,(gdm-session-wor)
101711872,139906148202444,120,7068,N,(sshd)
156127232,4838188,158,5620,D,(gnome-keyring-d)
108130304,5048612,209,1716,C,(sh)
22503424,4216692,6,3152,D,(dbus-launch)
21897216,140535592653988,81,2136,D,(dbus-daemon)
56053760,139930075530228,26,6644,C,(ssh-agent)
101711872,139906148202444,120,7068,N,(sshd)
112599040,5048612,209,1760,C,(bash)
95297536,139886049396748,40,2400,D,(auditd)
238419968,4321876,32,15904,F,(xfce4-session)
137060352,4254540,15,4044,D,(gconfd-2)
25030656,4258452,16,3400,D,(xfconfd)
229052416,4516052,79,15048,F,(xfwm4)
205008896,4212068,5,14460,D,(xfsettingsd)
311255040,4288900,24,18048,F,(xfce4-panel)
238325760,4750188,136,15412,O,(Thunar)
497811456,4449332,63,18924,D,(xfdesktop)
9334784,4280676,22,2552,D,(gam_server)
207376384,4230452,9,14812,O,(polkit-gnome-au)
236167168,4346116,38,15612,F,(gnome-screensav)
119025664,4243812,13,14868,D,(im-settings-dae)
241524736,4231084,9,16896,F,(xfce4-settings-)
322195456,4228556,9,18368,F,(xfce4-menu-plug)
141844480,4330484,34,4292,D,(gvfsd)
257204224,4209548,4,15136,A,(thunar-tpa)
41160704,4204004,3,4856,D,(gconf-im-settin)
142872576,140641166827516,13,2488,D,(crond)
9539584,5048612,209,1716,C,(copia-proc.sh)
0,0,0,0,K,(khungtaskd)
0,0,0,0,K,(jbd2/sda1-8)
0,0,0,0,K,(kswapd0)
0,0,0,0,K,(kswapd1)
0,0,0,0,K,(ksmd)
0,0,0,0,D,(kauditd)
43966464,4376244,45,4696,D,(devkit-disks-da)
43208704,4376244,45,4696,D,(devkit-disks-da)
0,0,0,0,K,(aio/0)
0,0,0,0,K,(aio/1)
0,0,0,0,K,(crypto/0)
0,0,0,0,K,(ksoftirqd/0)
0,0,0,0,K,(crypto/1)
0,0,0,0,K,(watchdog/0)
0,0,0,0,K,(kpsmoused)
0,0,0,0,K,(kstriped)
0,0,0,0,K,(ksnapd)
0,0,0,0,K,(usbhid_resumer)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,O,(migration/1)
0,0,0,0,K,(flush-8:0)
0,0,0,0,K,(edac-poller)
0,0,0,0,K,(ksoftirqd/1)
78774272,6380492,534,9840,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
183095296,4264604,18,5116,F,(gdm-session-wor)
166617088,4838188,158,5620,D,(gnome-keyring-d)
253579264,4403236,52,15788,F,(gnome-session)
0,0,0,0,K,(watchdog/1)
22503424,4216692,6,3152,D,(dbus-launch)
22032384,139736764970148,81,2136,D,(dbus-daemon)
56053760,140544661746676,26,6644,C,(ssh-agent)
137359360,4254540,15,4044,D,(gconfd-2)
541904896,4229804,9,19904,D,(gnome-settings-)
141844480,4330484,34,4292,D,(gvfsd)
184303616,4528212,82,8156,F,(openbox)
338849792,4754764,137,23244,F,(gnome-panel)
624316416,6000780,442,32840,A,(nautilus)
515592192,4293884,25,6192,F,(bonobo-activati)
334237696,4243540,13,22632,F,(wnck-applet)
150962176,4294068,25,4776,D,(gvfs-gdu-volume)
229490688,4230452,9,15412,O,(polkit-gnome-au)
119025664,4243812,13,14868,D,(im-settings-dae)
267137024,4346116,38,16424,F,(gnome-screensav)
148533248,4346284,38,4588,D,(gvfsd-trash)
483741696,4367116,43,30584,F,(clock-applet)
291639296,4241572,12,21924,F,(notification-ar)
0,0,0,0,K,(jbd2/sda2-8)
0,0,0,0,K,(jbd2/sdb2-8)
0,0,0,0,K,(kjournald)
137228288,4245564,13,4216,D,(gvfsd-metadata)
41160704,4204004,3,4856,D,(gconf-im-settin)
108113920,5048612,209,1716,C,(run-mozilla.sh)
654331904,4271056,19,49528,A,(firefox)
437420032,4314340,30,34244,A,(npviewer.bin)
0,0,0,0,K,(events/0)
10944512,4331628,34,1756,D,(udevd)
202162176,140272191389668,6,13584,N,(snmpd)
74801152,6380492,534,9836,O,(Xvnc)
142598144,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3148,D,(dbus-launch)
21766144,140406748783780,81,2132,D,(dbus-daemon)
257712128,4403236,52,15784,F,(gnome-session)
312336384,4229804,9,18536,D,(gnome-settings-)
459890688,4747836,136,19160,F,(metacity)
137355264,4330484,34,4236,D,(gvfsd)
376832000,4508132,77,18904,F,(gdm-simple-gree)
230723584,4230452,9,15408,O,(polkit-gnome-au)
4157440,4328382,33,1592,D,(init)
0,0,0,0,K,(events/1)
310824960,4480556,70,19080,A,(gnome-terminal)
8298496,4204556,3,1648,C,(gnome-pty-helpe)
114966528,5048612,209,1768,C,(bash)
65097728,139974175164364,120,6860,N,(sshd)
960925696,6000780,442,32832,A,(nautilus)
0,0,0,0,K,(cpuset)
112611328,5048612,209,1764,C,(bash)
95453184,4292908,25,2052,D,(pcscd)
0,0,0,0,K,(flush-8:32)
10940416,4331628,34,1756,D,(udevd)
253554688,139749142754748,83,20372,N,(httpd)
254210048,139749142754748,83,20372,N,(httpd)
262635520,139749142754748,83,20372,N,(httpd)
262078464,139749142754748,83,20372,N,(httpd)
260255744,139749142754748,83,20372,N,(httpd)
258879488,139749142754748,83,20372,N,(httpd)
0,0,0,0,K,(khelper)
0,0,0,0,K,(netns)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,O,(async/mgr)
106512384,6380492,534,9840,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
183095296,4264604,18,5116,F,(gdm-session-wor)
0,0,0,0,K,(pm)
116883456,6380492,534,9840,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
185245696,4264604,18,5120,F,(gdm-session-wor)
233725952,4838188,158,5620,D,(gnome-keyring-d)
253636608,4403236,52,15788,F,(gnome-session)
22503424,4216692,6,3152,D,(dbus-launch)
22171648,140170346566820,81,2136,D,(dbus-daemon)
137363456,4254540,15,4044,D,(gconfd-2)
541540352,4229804,9,19904,D,(gnome-settings-)
233725952,4838188,158,5620,D,(gnome-keyring-d)
141844480,4330484,34,4292,D,(gvfsd)
253566976,4403236,52,15788,F,(gnome-session)
529301504,4747836,136,19164,F,(metacity)
22503424,4216692,6,3152,D,(dbus-launch)
22036480,140553577084068,81,2136,D,(dbus-daemon)
353431552,4754764,137,24020,F,(gnome-panel)
582701056,4293884,25,6192,F,(bonobo-activati)
229490688,4230452,9,15412,O,(polkit-gnome-au)
119025664,4243812,13,14868,D,(im-settings-dae)
334372864,4243540,13,22632,F,(wnck-applet)
321097728,4229292,9,22312,F,(trashapplet)
150962176,4294068,25,4776,D,(gvfs-gdu-volume)
267137024,4346116,38,16424,F,(gnome-screensav)
56053760,140499639849972,26,6644,C,(ssh-agent)
148533248,4346284,38,4588,D,(gvfsd-trash)
137359360,4254540,15,4044,D,(gconfd-2)
541782016,4229804,9,19904,D,(gnome-settings-)
141844480,4330484,34,4292,D,(gvfsd)
184573952,4528212,82,8156,F,(openbox)
339095552,4754764,137,23244,F,(gnome-panel)
689467392,6000780,442,32824,A,(nautilus)
515592192,4293884,25,6192,F,(bonobo-activati)
229490688,4230452,9,15412,O,(polkit-gnome-au)
334327808,4243540,13,22632,F,(wnck-applet)
150962176,4294068,25,4776,D,(gvfs-gdu-volume)
119025664,4243812,13,14868,D,(im-settings-dae)
267137024,4346116,38,16424,F,(gnome-screensav)
148533248,4346284,38,4588,D,(gvfsd-trash)
483696640,4367116,43,30584,F,(clock-applet)
291643392,4241572,12,21924,F,(notification-ar)
483758080,4367116,43,30584,F,(clock-applet)
291643392,4241572,12,21924,F,(notification-ar)
137293824,4245564,13,4216,D,(gvfsd-metadata)
137293824,4245564,13,4216,D,(gvfsd-metadata)
41160704,4204004,3,4856,D,(gconf-im-settin)
936628224,6000780,442,33116,A,(nautilus)
41160704,4204004,3,4856,D,(gconf-im-settin)
960733184,6000780,442,32832,A,(nautilus)
68456448,6380492,534,9836,O,(Xvnc)
313294848,4480556,70,19080,A,(gnome-terminal)
142598144,4384428,47,4872,F,(gdm-simple-slav)
8298496,4204556,3,1648,C,(gnome-pty-helpe)
112611328,5048612,209,1764,C,(bash)
22503424,4216692,6,3148,D,(dbus-launch)
258211840,4403236,52,15784,F,(gnome-session)
312332288,4229804,9,18536,D,(gnome-settings-)
459878400,4747836,136,19160,F,(metacity)
137355264,4330484,34,4236,D,(gvfsd)
376832000,4508132,77,18904,F,(gdm-simple-gree)
229920768,4230452,9,15408,O,(polkit-gnome-au)
114655232,4562396,90,2152,O,(linux)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
884736,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(sync_supers)
737280,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
313200640,4480556,70,19080,A,(gnome-terminal)
8298496,4204556,3,1648,C,(gnome-pty-helpe)
112713728,5048612,209,1764,C,(bash)
114655232,4562396,90,2152,O,(linux32.redes)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
696320,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
610304,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
144330752,6380492,534,9840,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
112611328,5048612,209,1764,C,(bash)
0,0,0,0,K,(bdi-default)
183099392,4264604,18,5116,F,(gdm-session-wor)
724992,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
524288,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
974848,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
166617088,4838188,158,5620,D,(gnome-keyring-d)
1081344,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
253571072,4403236,52,15788,F,(gnome-session)
22503424,4216692,6,3152,D,(dbus-launch)
22171648,139918273758372,81,2136,D,(dbus-daemon)
1269760,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
56053760,139721301885940,26,6644,C,(ssh-agent)
1585152,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
137314304,4264604,18,4320,F,(gdm-session-wor)
1552384,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
137359360,4254540,15,4044,D,(gconfd-2)
541675520,4229804,9,19904,D,(gnome-settings-)
141844480,4330484,34,4292,D,(gvfsd)
184705024,4528212,82,8156,F,(openbox)
353013760,4754764,137,24020,F,(gnome-panel)
716918784,4293884,25,6192,F,(bonobo-activati)
334319616,4243540,13,22632,F,(wnck-applet)
320032768,4229292,9,22312,F,(trashapplet)
150962176,4294068,25,4776,D,(gvfs-gdu-volume)
229490688,4230452,9,15412,O,(polkit-gnome-au)
119025664,4243812,13,14868,D,(im-settings-dae)
483741696,4367116,43,30584,F,(clock-applet)
291643392,4241572,12,21924,F,(notification-ar)
148533248,4346284,38,4588,D,(gvfsd-trash)
267137024,4346116,38,16424,F,(gnome-screensav)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
112611328,5048612,209,1764,C,(bash)
413696,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
864256,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
114655232,4562396,90,2152,O,(linux32.redes)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
114655232,4562396,90,2152,O,(linux)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
884736,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
970752,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
696320,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1146880,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
765952,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
41160704,4204004,3,4856,D,(gconf-im-settin)
137355264,4245564,13,4216,D,(gvfsd-metadata)
610304,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
313040896,4480556,70,19080,A,(gnome-terminal)
8298496,4204556,3,1648,C,(gnome-pty-helpe)
112611328,5048612,209,1764,C,(bash)
112611328,5048612,209,1764,C,(bash)
0,0,0,0,K,(kintegrityd/0)
112611328,5048612,209,1764,C,(bash)
112611328,5048612,209,1764,C,(bash)
112611328,5048612,209,1764,C,(bash)
130908160,4346820,38,3364,F,(gdm-binary)
123899904,6016252,445,9560,O,(Xorg)
21766144,139863992980644,81,2132,D,(dbus-daemon)
257953792,4403236,52,15784,F,(gnome-session)
312442880,4229804,9,18536,D,(gnome-settings-)
459898880,4747836,136,19160,F,(metacity)
376823808,4508132,77,18904,F,(gdm-simple-gree)
230322176,4230452,9,15408,O,(polkit-gnome-au)
610304,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
409600,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
868352,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
966656,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1138688,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
114655232,4562396,90,2152,O,(linux32.redes)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
700416,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
0,0,0,0,K,(kintegrityd/1)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
724992,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
520192,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1011712,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
112611328,5048612,209,1764,C,(bash)
1081344,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1265664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1585152,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1581056,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
112611328,5048612,209,1764,C,(bash)
114655232,4562396,90,2152,O,(linux)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
880640,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
737280,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
413696,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
868352,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
114655232,4562396,90,2152,O,(linux32.redes)
22556672,140435159580908,41,2788,D,(xinetd)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
0,0,0,0,K,(kthreadd)
0,0,0,0,O,(kblockd/0)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
970752,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1138688,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
700416,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
259461120,139749142754748,83,20372,N,(httpd)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1466368,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
257560576,139749142754748,83,20372,N,(httpd)
1478656,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1478656,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
0,0,0,0,O,(kblockd/1)
720896,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
524288,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
978944,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
413696,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
864256,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1081344,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1261568,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
966656,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1146880,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1585152,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1544192,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
112611328,5048612,209,1764,C,(bash)
114655232,4562396,90,2152,O,(linux)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
880640,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
729088,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(kacpid)
724992,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
528384,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
978944,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1081344,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1261568,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(kacpi_notify)
15183872,4369756,43,2024,N,(dnsmasq)
226091008,4338372,36,4588,D,(gvfsd-computer)
1589248,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1544192,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
817639424,4866676,165,20604,A,(gedit)
112611328,5048612,209,1764,C,(bash)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(kacpi_hotplug)
0,0,0,0,O,(scsi_eh_1)
156127232,4838188,158,5620,D,(gnome-keyring-d)
259993600,139749142754748,83,20372,N,(httpd)
0,0,0,0,K,(mpt_poll_0)
0,0,0,0,K,(ata/0)
254484480,4467404,67,1936,D,(rsyslogd)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
4038656,4206328,3,1588,C,(mingetty)
9244672,4217300,6,2516,D,(irqbalance)
2990080,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
2826240,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
2826240,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
2211840,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
2211840,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
2211840,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
2211840,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
2211840,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
2211840,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
25890816,140091699446948,81,2132,D,(dbus-daemon)
31657984,4305780,28,2492,O,(avahi-daemon)
30318592,4305780,28,2492,O,(avahi-daemon)
0,0,0,0,K,(ata/1)
260882432,139749142754748,83,20372,N,(httpd)
184590336,140053883146700,104,8308,O,(cupsd)
116625408,6380492,534,9840,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
183095296,4264604,18,5116,F,(gdm-session-wor)
258125824,139749142754748,83,20372,N,(httpd)
166617088,4838188,158,5620,D,(gnome-keyring-d)
253579264,4403236,52,15788,F,(gnome-session)
22503424,4216692,6,3152,D,(dbus-launch)
22036480,140033707000996,81,2136,D,(dbus-daemon)
142872576,140641166827516,13,2488,D,(crond)
9424896,5048612,209,1716,C,(copia-proc.sh)
56053760,140174735201268,26,6644,C,(ssh-agent)
137367552,4254540,15,4044,D,(gconfd-2)
28577792,4548788,87,3860,D,(hald)
541532160,4229804,9,19904,D,(gnome-settings-)
141844480,4330484,34,4292,D,(gvfsd)
1074888704,4327948,33,4720,D,(console-kit-dae)
184717312,4528212,82,8156,F,(openbox)
339734528,4754764,137,23244,F,(gnome-panel)
917065728,6000780,442,33116,A,(nautilus)
515592192,4293884,25,6192,F,(bonobo-activati)
229490688,4230452,9,15412,O,(polkit-gnome-au)
334389248,4243540,13,22632,F,(wnck-applet)
150966272,4294068,25,4776,D,(gvfs-gdu-volume)
119025664,4243812,13,14868,D,(im-settings-dae)
253587456,4346116,38,16028,F,(gnome-screensav)
148533248,4346284,38,4588,D,(gvfsd-trash)
483741696,4367116,43,30584,F,(clock-applet)
291643392,4241572,12,21924,F,(notification-ar)
137318400,4245564,13,4216,D,(gvfsd-metadata)
41160704,4204004,3,4856,D,(gconf-im-settin)
396455936,4866676,165,20516,A,(gedit)
0,0,0,0,K,(ata_aux)
20533248,4208132,4,3288,D,(hald-runner)
22704128,4215716,6,3352,D,(hald-addon-inpu)
22700032,4214700,5,3352,D,(hald-addon-stor)
20221952,4206212,3,3000,D,(hald-addon-acpi)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(ksuspend_usbd)
0,0,0,0,K,(kmpathd/0)
0,0,0,0,K,(kmpathd/1)
32829440,139692845577324,139,3984,D,(ntpd)
73547776,140651770032396,197,7472,D,(sendmail)
60555264,139653371777292,197,7340,D,(sendmail)
114675712,140641166827516,13,1892,D,(crond)
353353728,4196532,1,7464,O,(fail2ban-server)
9469952,4280676,22,2548,D,(gam_server)
16986112,4214236,5,1900,D,(atd)
0,0,0,0,K,(khubd)
2451058688,1073795516,14,182492,C,(java)
4046848,4210956,5,1588,C,(uml_switch)
0,0,0,0,K,(migration/0)
0,0,0,0,K,(kseriod)
48570368,4312228,29,5248,D,(devkit-power-da)
204759040,4197308,1,5200,D,(polkitd)
156127232,4838188,158,5620,D,(gnome-keyring-d)
95297536,139886049396748,40,2400,D,(auditd)
471928832,4581700,95,21164,A,(evince)
0,0,0,0,K,(khungtaskd)
0,0,0,0,K,(jbd2/sda1-8)
0,0,0,0,K,(kswapd0)
0,0,0,0,K,(kswapd1)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(ksmd)
0,0,0,0,D,(kauditd)
43966464,4376244,45,4696,D,(devkit-disks-da)
43208704,4376244,45,4696,D,(devkit-disks-da)
0,0,0,0,K,(aio/0)
0,0,0,0,K,(aio/1)
0,0,0,0,K,(crypto/0)
0,0,0,0,K,(ksoftirqd/0)
0,0,0,0,K,(crypto/1)
0,0,0,0,K,(watchdog/0)
0,0,0,0,K,(kpsmoused)
0,0,0,0,K,(kstriped)
0,0,0,0,K,(ksnapd)
0,0,0,0,K,(usbhid_resumer)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,O,(migration/1)
0,0,0,0,K,(flush-8:0)
0,0,0,0,K,(edac-poller)
114655232,4562396,90,2152,O,(linux)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
884736,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
741376,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(ksoftirqd/1)
150638592,6380492,534,9840,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
183099392,4264604,18,5116,F,(gdm-session-wor)
78774272,6380492,534,9840,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
183095296,4264604,18,5116,F,(gdm-session-wor)
166617088,4838188,158,5620,D,(gnome-keyring-d)
253579264,4403236,52,15788,F,(gnome-session)
0,0,0,0,K,(watchdog/1)
22503424,4216692,6,3152,D,(dbus-launch)
22032384,139736764970148,81,2136,D,(dbus-daemon)
720896,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
56053760,140544661746676,26,6644,C,(ssh-agent)
520192,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1007616,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
166617088,4838188,158,5620,D,(gnome-keyring-d)
253566976,4403236,52,15788,F,(gnome-session)
22503424,4216692,6,3152,D,(dbus-launch)
22167552,139727318164644,81,2136,D,(dbus-daemon)
137359360,4254540,15,4044,D,(gconfd-2)
542191616,4229804,9,19904,D,(gnome-settings-)
141844480,4330484,34,4292,D,(gvfsd)
184303616,4528212,82,8156,F,(openbox)
338849792,4754764,137,23244,F,(gnome-panel)
624316416,6000780,442,32840,A,(nautilus)
